
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

	<CurrencyName> #tm_ruble												// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
		<Currency> MoneyRuble1, 	1										// Currency Classname, Currency Money Value
		<Currency> MoneyRuble5, 	5
		<Currency> MoneyRuble10, 	10
		<Currency> MoneyRuble25, 	25
		<Currency> MoneyRuble50, 	50
		<Currency> MoneyRuble100, 	100


<Trader> Consume Trader														// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables													// Category Name
		CaninaBerry,								*,		1,			-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,								*,		1,			-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,										*,		10,			-1	// Buyvalue -1 means it can not be bought
		Kiwi,										*,		10,			-1	// Sellvalue -1 means it can not be selled					  
	<Category> Mutated Ghillie Suits Camouflaged
		MSGhillieSuit_Alpha,					*,		6500,		1250
		MSGhillieSuit_Bravo,					*,		6500,		1250
		MSGhillieSuit_Bush,						*,		6500,		1250
		MSGhillieSuit_Bushlands,				*,		6500,		1250
		MSGhillieSuit_Chaple,					*,		6500,		1250
		MSGhillieSuit_Charlie,					*,		6500,		1250
		MSGhillieSuit_Check,					*,		6500,		1250
		MSGhillieSuit_Delta,					*,		6500,		1250
		MSGhillieSuit_Echo,						*,		6500,		1250
		MSGhillieSuit_Falcon,					*,		6500,		1250
		MSGhillieSuit_Fireteam,					*,		6500,		1250
		MSGhillieSuit_GreenAssault,				*,		6500,		1250
		MSGhillieSuit_GreenSupreme,				*,		6500,		1250
		MSGhillieSuit_Gunner,					*,		6500,		1250
		MSGhillieSuit_Halo,						*,		6500,		1250
		MSGhillieSuit_Intel,					*,		6500,		1250
		MSGhillieSuit_Jackhammer,				*,		6500,		1250
		MSGhillieSuit_Justice,					*,		6500,		1250
		MSGhillieSuit_Kilo,						*,		6500,		1250
		MSGhillieSuit_Lux,						*,		6500,		1250
		MSGhillieSuit_Marko,					*,		6500,		1250
		MSGhillieSuit_MuddyWoods,				*,		6500,		1250
		MSGhillieSuit_Nile,						*,		6500,		1250
		MSGhillieSuit_Op,						*,		6500,		1250
		MSGhillieSuit_Pine,						*,		6500,		1250
		MSGhillieSuit_POI,						*,		6500,		1250
		MSGhillieSuit_Quantum,					*,		6500,		1250
		MSGhillieSuit_Raven,					*,		6500,		1250
		MSGhillieSuit_RedDecay,					*,		6500,		1250
		MSGhillieSuit_Redrum,					*,		6500,		1250
		MSGhillieSuit_Remains,					*,		6500,		1250
		MSGhillieSuit_Scatter,					*,		6500,		1250
		MSGhillieSuit_Shrubs,					*,		6500,		1250
		MSGhillieSuit_Strike,					*,		6500,		1250
		MSGhillieSuit_Teppa,					*,		6500,		1250
		MSGhillieSuit_Ultra,					*,		6500,		1250
		MSGhillieSuit_Vector,					*,		6500,		1250
		MSGhillieSuit_Woodlands,				*,		6500,		1250
		MSGhillieSuit_Woods,					*,		6500,		1250
		MSGhillieSuit_X,						*,		6500,		1250
		MSGhillieSuit_Yas,						*,		6500,		1250
		MSGhillieSuit_Zero,						*,		6500,		1250
 
	<Category> Mutated Ghillie Suits Digital Camo
		MSGhillieSuitDigCamo,		*,		6500,		1250
		MSGhillieSuitDigCamo1,		*,		6500,		1250
		MSGhillieSuitDigCamo2,		*,		6500,		1250
		MSGhillieSuitDigCamo3,		*,		6500,		1250
		MSGhillieSuitDigCamo4,		*,		6500,		1250
		MSGhillieSuitDigCamo5,		*,		6500,		1250
		MSGhillieSuitDigCamo6,		*,		6500,		1250
		MSGhillieSuitDigCamo7,		*,		6500,		1250
		MSGhillieSuitDigCamo8,		*,		6500,		1250
		MSGhillieSuitDigCamo9,		*,		6500,		1250
		MSGhillieSuitDigCamo10,		*,		6500,		1250
		MSGhillieSuitDigCamo11,	 	*,		6500,		1250
		MSGhillieSuitDigCamo12,		*,		6500,		1250
		MSGhillieSuitDigCamo13,		*,		6500,		1250
		MSGhillieSuitDigCamo14,		*,		6500,		1250
		MSGhillieSuitDigCamo15,		*,		6500,		1250
		MSGhillieSuitDigCamo16,		*,		6500,		1250
		MSGhillieSuitDigCamo17,		*,		6500,		1250
		MSGhillieSuitDigCamo18,		*,		6500,		1250
		MSGhillieSuitDigCamo19,		*,		6500,		1250
		MSGhillieSuit_DigAlpha,		*,		6500,		1250
		MSGhillieSuit_DigBravo,		*,		6500,		1250
		MSGhillieSuit_DigBush,		*,		6500,		1250
		MSGhillieSuit_DigBushlands, *,		6500,		1250
		MSGhillieSuit_DigChaple,	*,		6500,		1250
		MSGhillieSuit_DigCharlie,	*,		6500,		1250
		MSGhillieSuit_DigCheck,		*,		6500,		1250
		MSGhillieSuit_DigDecay,		*,		6500,		1250
		MSGhillieSuit_DigEcho,		*,		6500,		1250
		MSGhillieSuit_DigFalcon,	*,		6500,		1250
		MSGhillieSuit_DigFireteam,	*,		6500,		1250
		MSGhillieSuit_DigGunner,	*,		6500,		1250
		MSGhillieSuit_DigHalo,		*,		6500,		1250
		MSGhillieSuit_DigIntel,		*,		6500,		1250
		MSGhillieSuit_DigJackhammer,	*,		6500,		1250
		MSGhillieSuit_DigJustice,	*,		6500,		1250
		MSGhillieSuit_DigKilo,		*,		6500,		1250
		MSGhillieSuit_DigLux,		*,		6500,		1250
		MSGhillieSuit_DigMarko,		*,		6500,		1250
		MSGhillieSuit_DigMuddyWoods,	*,		6500,		1250
		MSGhillieSuit_DigNile,		*,		6500,		1250
		MSGhillieSuit_DigOp,		*,		6500,		1250
		MSGhillieSuit_DigPine,		*,		6500,		1250
		MSGhillieSuit_DigQuantum,	*,		6500,		1250
		MSGhillieSuit_DigRaven,		*,		6500,		1250
		MSGhillieSuit_DigTeppa,		*,		6500,		1250
		MSGhillieSuit_DigUltra,		*,		6500,		1250
		MSGhillieSuit_DigVector,	*,		6500,		1250
		MSGhillieSuit_DigWoods,		*,		6500,		1250
		MSGhillieSuit_DigX,			*,		6500,		1250
		MSGhillieSuit_DigYas,		*,		6500,		1250
		MSGhillieSuit_DigZero,		*,		6500,		1250
		
	<Category> Mutated Ghillie Suits Dirt Camo
		MSGhillieSuit_DirtAlpha,	*,     6500,        1250
		MSGhillieSuit_DirtBravo,	*,     6500,        1250
		MSGhillieSuit_DirtCharlie,	*,     6500,        1250
		
	<Category> Mutated Ghillie Suits Grass Camo
		MSGhillieSuit_GrassAlpha, *,     6500,        1250
		MSGhillieSuit_GrassBravo, *,     6500,        1250
		MSGhillieSuit_GrassCharlie, *,     6500,        1250
		MSGhillieSuit_GrassDelta, *,     6500,        1250
		MSGhillieSuit_GrassEcho, *,     6500,        1250
		MSGhillieSuit_GrassFalcon, *,     6500,        1250
		MSGhillieSuit_GrassGunner, *,     6500,        1250
		MSGhillieSuit_GrassHalo, *,     6500,        1250
		MSGhillieSuit_GrassIntel, *,     6500,        1250
		MSGhillieSuit_GrassJustice, *,     6500,        1250
		MSGhillieSuit_GrassKilo, *,     6500,        1250
		
	<Category> Mutated Ghillie Suits Tree Camo
		MSGhillieSuit_TreeAlpha,   *,     6500,       1250
		MSGhillieSuit_TreeBravo,   *,     6500,       1250
		MSGhillieSuit_TreeCharlie,   *,     6500,       1250
		MSGhillieSuit_TreeDelta,   *,     6500,       1250
		MSGhillieSuit_TreeEcho,   *,     6500,       1250
		MSGhillieSuit_TreeFalcon,   *,     6500,       1250
		MSGhillieSuit_TreeGunner,   *,     6500,       1250
		
	<Category> Mutated Ghillie Suits Reptile Camo
		MSGhillieSuit_RepAlpha,    *,     6500,      1250
		MSGhillieSuit_RepBravo,    *,     6500,      1250
		MSGhillieSuit_RepCharlie,    *,     6500,      1250
		MSGhillieSuit_RepDelta,    *,     6500,      1250
		MSGhillieSuit_RepEcho,    *,     6500,      1250
		MSGhillieSuit_RepFalcon,    *,     6500,      1250
		MSGhillieSuit_RepGunner,    *,     6500,      1250
		MSGhillieSuit_RepHalo,    *,     6500,      1250
		MSGhillieSuit_RepIntel,    *,     6500,      1250
		MSGhillieSuit_RepJustice,    *,     6500,      1250
		MSGhillieSuit_RepKilo,    *,     6500,      1250
		MSGhillieSuit_RepLux,    *,     6500,      1250
		MSGhillieSuit_RepMarko,    *,     6500,      1250
		MSGhillieSuit_RepNile,    *,     6500,      1250
	
	<Category> Mutated Ghillie Suits Special Camo
		MSGhillieSuit_SpecBlackPlate,   *,    225000,      25000
		MSGhillieSuit_SpecBlooded,   *,    225000,      25000
		MSGhillieSuit_SpecDigital,   *,    225000,      25000
		MSGhillieSuit_SpecDynamic,   *,    225000,      25000
		MSGhillieSuit_SpecMagma,   *,    225000,      25000
		MSGhillieSuit_SpecRedness,   *,    225000,      25000
		MSGhillieSuit_SpecSkulls,   *,    225000,      25000
		MSGhillieSuit_SpecStatic,   *,    225000,      25000
		MSGhillieSuit_SpecVoided,   *,    225000,      25000
			
	<Category> Mutated Ghillie Rag
		MSGhillieRagTan,			*,		6500,		1250
		MSGhillieRagWoodland,		*,		6500,		1250
		MSGhillieRagMossy,			*,		6500,		1250
		MSGhillieRagBlack,			*,		6500,		1250
		MSGhillieRagDarkGreen,		*,		6500,		1250
		MSGhillieRagDeadGrass,		*,		6500,		1250
		MSGhillieRagDeadGrass2,		*,		6500,		1250
 
	<Category> Mutated Ghillie Rag Coloured
		MSGhillieRagGold,			*,		6500,		1250
		MSGhillieRagGreen,			*,		6500,		1250
		MSGhillieRagBlue,			*,		6500,		1250
		MSGhillieRagGrey,			*,		6500,		1250
		MSGhillieRagLightblue,		*,		6500,		1250
		MSGhillieRagPurple,			*,		6500,		1250
		MSGhillieRagSnow,			*,		6500,		1250
 
	<Category> Mutated Ghillie Rag Dark Camo
		MSGhillieRagDarkCamo,		*,		6500,		1250
		MSGhillieRagDarkCamo2,		*,		6500,		1250
		MSGhillieRagDarkCamo3,		*,		6500,		1250
		MSGhillieRagDarkCamo4,		*,		6500,		1250
		MSGhillieRagDarkCamo5,		*,		6500,		1250
		MSGhillieRagDarkCamo6,		*,		6500,		1250
		MSGhillieRagDarkCamo7,		*,		6500,		1250
		MSGhillieRagDarkCamo8,		*,		6500,		1250
		MSGhillieRagDarkCamo9,		*,		6500,		1250
		MSGhillieRagDarkCamo10,		*,		6500,		1250
		MSGhillieRagDarkCamo11,		*,		6500,		1250
 
	<Category> Mutated Ghillie Rag Light Camo
		MSGhillieRagCamo,			*,		6500,		1250
		MSGhillieRagCamo2,			*,		6500,		1250
		MSGhillieRagCamo3,			*,		6500,		1250
		MSGhillieRagCamo4,			*,		6500,		1250
		MSGhillieRagCamo5,			*,		6500,		1250
		MSGhillieRagCamo6,			*,		6500,		1250
		MSGhillieRagCamo7,			*,		6500,		1250
		MSGhillieRagCamo8,			*,		6500,		1250
		MSGhillieRagCamo9,			*,		6500,		1250
		MSGhillieRagCamo10,			*,		6500,		1250
 
	<Category> Mutated Ghillie Rag Camouflaged
		MSGhillieRag_Alpha,		*,		6500,		1250
		MSGhillieRag_Bravo,		*,		6500,		1250
		MSGhillieRag_Bush,		*,		6500,		1250
		MSGhillieRag_Bushlands,		*,		6500,		1250
		MSGhillieRag_Chaple,		*,		6500,		1250
		MSGhillieRag_Charlie,		*,		6500,		1250
		MSGhillieRag_Check,		*,		6500,		1250
		MSGhillieRag_Delta,		*,		6500,		1250
		MSGhillieRag_Echo,		*,		6500,		1250
		MSGhillieRag_Falcon,		*,		6500,		1250
		MSGhillieRag_Fireteam,		*,		6500,		1250
		MSGhillieRag_GreenAssault,		*,		6500,		1250
		MSGhillieRag_GreenSupreme,		*,		6500,		1250
		MSGhillieRag_Gunner,		*,		6500,		1250
		MSGhillieRag_Halo,		*,		6500,		1250
		MSGhillieRag_Intel,		*,		6500,		1250
		MSGhillieRag_Jackhammer,		*,		6500,		1250
		MSGhillieRag_Justice,		*,		6500,		1250
		MSGhillieRag_Kilo,		*,		6500,		1250
		MSGhillieRag_Lux,		*,		6500,		1250
		MSGhillieRag_Marko,		*,		6500,		1250
		MSGhillieRag_MuddyWoods,		*,		6500,		1250
		MSGhillieRag_Nile,		*,		6500,		1250
		MSGhillieRag_Op,		*,		6500,		1250
		MSGhillieRag_Pine,		*,		6500,		1250
		MSGhillieRag_POI,		*,		6500,		1250
		MSGhillieRag_Quantum,		*,		6500,		1250
		MSGhillieRag_Raven,		*,		6500,		1250
		MSGhillieRag_RedDecay,		*,		6500,		1250
		MSGhillieRag_Redrum,		*,		6500,		1250
		MSGhillieRag_Remains,		*,		6500,		1250
		MSGhillieRag_Scatter,		*,		6500,		1250
		MSGhillieRag_Shrubs,		*,		6500,		1250
		MSGhillieRag_Strike,		*,		6500,		1250
		MSGhillieRag_Teppa,		*,		6500,		1250
		MSGhillieRag_Ultra,		*,		6500,		1250
		MSGhillieRag_Vector,		*,		6500,		1250
		MSGhillieRag_Woodlands,		*,		6500,		1250
		MSGhillieRag_Woods,		*,		6500,		1250
		MSGhillieRag_X,		*,		6500,		1250
		MSGhillieRag_Yas,		*,		6500,		1250
		MSGhillieRag_Zero,		*,		6500,		1250
 
	<Category> Mutated Ghillie Rag Digital Camo
		MSGhillieRagDigCamo,		*,		6500,		1250
		MSGhillieRagDigCamo1,		*,		6500,		1250
		MSGhillieRagDigCamo2,		*,		6500,		1250
		MSGhillieRagDigCamo3,		*,		6500,		1250
		MSGhillieRagDigCamo4,		*,		6500,		1250
		MSGhillieRagDigCamo5,		*,		6500,		1250
		MSGhillieRagDigCamo6,		*,		6500,		1250
		MSGhillieRagDigCamo7,		*,		6500,		1250
		MSGhillieRagDigCamo8,		*,		6500,		1250
		MSGhillieRagDigCamo9,		*,		6500,		1250
		MSGhillieRagDigCamo10,		*,		6500,		1250
		MSGhillieRagDigCamo11,	 	*,		6500,		1250
		MSGhillieRagDigCamo12,		*,		6500,		1250
		MSGhillieRagDigCamo13,		*,		6500,		1250
		MSGhillieRagDigCamo14,		*,		6500,		1250
		MSGhillieRagDigCamo15,		*,		6500,		1250
		MSGhillieRagDigCamo16,		*,		6500,		1250
		MSGhillieRagDigCamo17,		*,		6500,		1250
		MSGhillieRagDigCamo18,		*,		6500,		1250
		MSGhillieRagDigCamo19,		*,		6500,		1250
		MSGhillieRag_DigAlpha, *,		6500,		1250
		MSGhillieRag_DigBravo, *,		6500,		1250
		MSGhillieRag_DigBush, *,		6500,		1250
		MSGhillieRag_DigBushlands, *,		6500,		1250
		MSGhillieRag_DigChaple, *,		6500,		1250
		MSGhillieRag_DigCharlie, *,		6500,		1250
		MSGhillieRag_DigCheck, *,		6500,		1250
		MSGhillieRag_DigDecay, *,		6500,		1250
		MSGhillieRag_DigEcho, *,		6500,		1250
		MSGhillieRag_DigFalcon, *,		6500,		1250
		MSGhillieRag_DigFireteam, *,		6500,		1250
		MSGhillieRag_DigGunner, *,		6500,		1250
		MSGhillieRag_DigHalo, *,		6500,		1250
		MSGhillieRag_DigIntel, *,		6500,		1250
		MSGhillieRag_DigJackhammer, *,		6500,		1250
		MSGhillieRag_DigJustice, *,		6500,		1250
		MSGhillieRag_DigKilo, *,		6500,		1250
		MSGhillieRag_DigLux, *,		6500,		1250
		MSGhillieRag_DigMarko, *,		6500,		1250
		MSGhillieRag_DigMuddyWoods, *,		6500,		1250
		MSGhillieRag_DigNile, *,		6500,		1250
		MSGhillieRag_DigOp, *,		6500,		1250
		MSGhillieRag_DigPine, *,		6500,		1250
		MSGhillieRag_DigQuantum, *,		6500,		1250
		MSGhillieRag_DigRaven, *,		6500,		1250
		MSGhillieRag_DigTeppa, *,		6500,		1250
		MSGhillieRag_DigUltra, *,		6500,		1250
		MSGhillieRag_DigVector, *,		6500,		1250
		MSGhillieRag_DigWoods, *,		6500,		1250
		MSGhillieRag_DigX, *,		6500,		1250
		MSGhillieRag_DigYas, *,		6500,		1250
		MSGhillieRag_DigZero, *,		6500,		1250
		
	<Category> Mutated Ghillie Rag Dirt Camo
		MSGhillieRag_DirtAlpha, *,     6500,        1250
		MSGhillieRag_DirtBravo, *,     6500,        1250
		MSGhillieRag_DirtCharlie, *,     6500,        1250
		
	<Category> Mutated Ghillie Rag Grass Camo
		MSGhillieRag_GrassAlpha, *,     6500,        1250
		MSGhillieRag_GrassBravo, *,     6500,        1250
		MSGhillieRag_GrassCharlie, *,     6500,        1250
		MSGhillieRag_GrassDelta, *,     6500,        1250
		MSGhillieRag_GrassEcho, *,     6500,        1250
		MSGhillieRag_GrassFalcon, *,     6500,        1250
		MSGhillieRag_GrassGunner, *,     6500,        1250
		MSGhillieRag_GrassHalo, *,     6500,        1250
		MSGhillieRag_GrassIntel, *,     6500,        1250
		MSGhillieRag_GrassJustice, *,     6500,        1250
		MSGhillieRag_GrassKilo, *,     6500,        1250
		
	<Category> Mutated Ghillie Rag Tree Camo
		MSGhillieRag_TreeAlpha,   *,     6500,       1250
		MSGhillieRag_TreeBravo,   *,     6500,       1250
		MSGhillieRag_TreeCharlie,   *,     6500,       1250
		MSGhillieRag_TreeDelta,   *,     6500,       1250
		MSGhillieRag_TreeEcho,   *,     6500,       1250
		MSGhillieRag_TreeFalcon,   *,     6500,       1250
		MSGhillieRag_TreeGunner,   *,     6500,       1250
		
	<Category> Mutated Ghillie Rag Reptile Camo
		MSGhillieRag_RepAlpha,    *,     6500,      1250
		MSGhillieRag_RepBravo,    *,     6500,      1250
		MSGhillieRag_RepCharlie,    *,     6500,      1250
		MSGhillieRag_RepDelta,    *,     6500,      1250
		MSGhillieRag_RepEcho,    *,     6500,      1250
		MSGhillieRag_RepFalcon,    *,     6500,      1250
		MSGhillieRag_RepGunner,    *,     6500,      1250
		MSGhillieRag_RepHalo,    *,     6500,      1250
		MSGhillieRag_RepIntel,    *,     6500,      1250
		MSGhillieRag_RepJustice,    *,     6500,      1250
		MSGhillieRag_RepKilo,    *,     6500,      1250
		MSGhillieRag_RepLux,    *,     6500,      1250
		MSGhillieRag_RepMarko,    *,     6500,      1250
		MSGhillieRag_RepNile,    *,     6500,      1250
	
	<Category> Mutated Ghillie Rag Special Camo
		MSGhillieRag_SpecBlackPlate,   *,    6500,      1250
		MSGhillieRag_SpecBlooded,   *,    6500,      1250
		MSGhillieRag_SpecDigital,   *,    6500,      1250
		MSGhillieRag_SpecDynamic,   *,    6500,      1250
		MSGhillieRag_SpecMagma,   *,    6500,      1250
		MSGhillieRag_SpecRedness,   *,    6500,      1250
		MSGhillieRag_SpecSkulls,   *,    6500,      1250
		MSGhillieRag_SpecStatic,   *,    6500,      1250
		MSGhillieRag_SpecVoided,   *,    6500,      1250
		
	<Category> Mutated Ghillie Hood
		MSGhillieHoodTan,			*,		1250,		500
		MSGhillieHoodWoodland,		*,		1250,		500
		MSGhillieHoodMossy,			*,		1250,		500
		MSGhillieHoodBlack,			*,		1250,		500
		MSGhillieHoodDarkGreen,		*,		1250,		500
		MSGhillieHoodDeadGrass,		*,		1250,		500
		MSGhillieHoodDeadGrass2,	*,		1250,		500
 
	<Category> Mutated Ghillie Hood Coloured
		MSGhillieHoodGold,			*,		1250,		500
		MSGhillieHoodGreen,			*,		1250,		500
		MSGhillieHoodBlue,			*,		1250,		500
		MSGhillieHoodGrey,			*,		1250,		500
		MSGhillieHoodLightblue,		*,		1250,		500
		MSGhillieHoodPurple,		*,		1250,		500
		MSGhillieHoodSnow,			*,		1250,		500
 
	<Category> Mutated Ghillie Hood Dark Camo
		MSGhillieHoodDarkCamo,		*,		1250,		500
		MSGhillieHoodDarkCamo2,		*,		1250,		500
		MSGhillieHoodDarkCamo3,		*,		1250,		500
		MSGhillieHoodDarkCamo4,		*,		1250,		500
		MSGhillieHoodDarkCamo5,		*,		1250,		500
		MSGhillieHoodDarkCamo6,		*,		1250,		500
		MSGhillieHoodDarkCamo7,		*,		1250,		500
		MSGhillieHoodDarkCamo8,		*,		1250,		500
		MSGhillieHoodDarkCamo9,		*,		1250,		500
		MSGhillieHoodDarkCamo10,	*,		1250,		500
		MSGhillieHoodDarkCamo11,	*,		1250,		500
 
	<Category> Mutated Ghillie Hood Light Camo
		MSGhillieHoodCamo,			*,		1250,		500
		MSGhillieHoodCamo2,			*,		1250,		500
		MSGhillieHoodCamo3,			*,		1250,		500
		MSGhillieHoodCamo4,			*,		1250,		500
		MSGhillieHoodCamo5,			*,		1250,		500
		MSGhillieHoodCamo6,			*,		1250,		500
		MSGhillieHoodCamo7,			*,		1250,		500
		MSGhillieHoodCamo8,			*,		1250,		500
		MSGhillieHoodCamo9,			*,		1250,		500
		MSGhillieHoodCamo10,		*,		1250,		500
		MSGhillieHoodCamo11,		*,		1250,		500
 
	<Category> Mutated Ghillie Hood Camouflaged
		MSGhillieHood_Alpha,		*,		1250,		500
		MSGhillieHood_Bravo,		*,		1250,		500
		MSGhillieHood_Bush,		*,		1250,		500
		MSGhillieHood_Bushlands,		*,		1250,		500
		MSGhillieHood_Chaple,		*,		1250,		500
		MSGhillieHood_Charlie,		*,		1250,		500
		MSGhillieHood_Check,		*,		1250,		500
		MSGhillieHood_Delta,		*,		1250,		500
		MSGhillieHood_Echo,		*,		1250,		500
		MSGhillieHood_Falcon,		*,		1250,		500
		MSGhillieHood_Fireteam,		*,		1250,		500
		MSGhillieHood_GreenAssault,		*,		1250,		500
		MSGhillieHood_GreenSupreme,		*,		1250,		500
		MSGhillieHood_Gunner,		*,		1250,		500
		MSGhillieHood_Halo,		*,		1250,		500
		MSGhillieHood_Intel,		*,		1250,		500
		MSGhillieHood_Jackhammer,		*,		1250,		500
		MSGhillieHood_Justice,		*,		1250,		500
		MSGhillieHood_Kilo,		*,		1250,		500
		MSGhillieHood_Lux,		*,		1250,		500
		MSGhillieHood_Marko,		*,		1250,		500
		MSGhillieHood_MuddyWoods,		*,		1250,		500
		MSGhillieHood_Nile,		*,		1250,		500
		MSGhillieHood_Op,		*,		1250,		500
		MSGhillieHood_Pine,		*,		1250,		500
		MSGhillieHood_POI,		*,		1250,		500
		MSGhillieHood_Quantum,		*,		1250,		500
		MSGhillieHood_Raven,		*,		1250,		500
		MSGhillieHood_RedDecay,		*,		1250,		500
		MSGhillieHood_Redrum,		*,		1250,		500
		MSGhillieHood_Remains,		*,		1250,		500
		MSGhillieHood_Scatter,		*,		1250,		500
		MSGhillieHood_Shrubs,		*,		1250,		500
		MSGhillieHood_Strike,		*,		1250,		500
		MSGhillieHood_Teppa,		*,		1250,		500
		MSGhillieHood_Ultra,		*,		1250,		500
		MSGhillieHood_Vector,		*,		1250,		500
		MSGhillieHood_Woodlands,		*,		1250,		500
		MSGhillieHood_Woods,		*,		1250,		500
		MSGhillieHood_X,		*,		1250,		500
		MSGhillieHood_Yas,		*,		1250,		500
		MSGhillieHood_Zero,		*,		1250,		500
 
	<Category> Mutated Ghillie Hood Digital Camo
		MSGhillieHoodDigCamo,		*,		1250,		500
		MSGhillieHoodDigCamo1,		*,		1250,		500
		MSGhillieHoodDigCamo2,		*,		1250,		500
		MSGhillieHoodDigCamo3,		*,		1250,		500
		MSGhillieHoodDigCamo4,		*,		1250,		500
		MSGhillieHoodDigCamo5,		*,		1250,		500
		MSGhillieHoodDigCamo6,		*,		1250,		500
		MSGhillieHoodDigCamo7,		*,		1250,		500
		MSGhillieHoodDigCamo8,		*,		1250,		500
		MSGhillieHoodDigCamo9,		*,		1250,		500
		MSGhillieHoodDigCamo10,		*,		1250,		500
		MSGhillieHoodDigCamo11,	 	*,		1250,		500
		MSGhillieHoodDigCamo12,		*,		1250,		500
		MSGhillieHoodDigCamo13,		*,		1250,		500
		MSGhillieHoodDigCamo14,		*,		1250,		500
		MSGhillieHoodDigCamo15,		*,		1250,		500
		MSGhillieHoodDigCamo16,		*,		1250,		500
		MSGhillieHoodDigCamo17,		*,		1250,		500
		MSGhillieHoodDigCamo18,		*,		1250,		500
		MSGhillieHoodDigCamo19,		*,		1250,		500
		MSGhillieHood_DigAlpha, *,		1250,		500
		MSGhillieHood_DigBravo, *,		1250,		500
		MSGhillieHood_DigBush, *,		1250,		500
		MSGhillieHood_DigBushlands, *,		1250,		500
		MSGhillieHood_DigChaple, *,		1250,		500
		MSGhillieHood_DigCharlie, *,		1250,		500
		MSGhillieHood_DigCheck, *,		1250,		500
		MSGhillieHood_DigDecay, *,		1250,		500
		MSGhillieHood_DigEcho, *,		1250,		500
		MSGhillieHood_DigFalcon, *,		1250,		500
		MSGhillieHood_DigFireteam, *,		1250,		500
		MSGhillieHood_DigGunner, *,		1250,		500
		MSGhillieHood_DigHalo, *,		1250,		500
		MSGhillieHood_DigIntel, *,		1250,		500
		MSGhillieHood_DigJackhammer, *,		1250,		500
		MSGhillieHood_DigJustice, *,		1250,		500
		MSGhillieHood_DigKilo, *,		1250,		500
		MSGhillieHood_DigLux, *,		1250,		500
		MSGhillieHood_DigMarko, *,		1250,		500
		MSGhillieHood_DigMuddyWoods, *,		1250,		500
		MSGhillieHood_DigNile, *,		1250,		500
		MSGhillieHood_DigOp, *,		1250,		500
		MSGhillieHood_DigPine, *,		1250,		500
		MSGhillieHood_DigQuantum, *,		1250,		500
		MSGhillieHood_DigRaven, *,		1250,		500
		MSGhillieHood_DigTeppa, *,		1250,		500
		MSGhillieHood_DigUltra, *,		1250,		500
		MSGhillieHood_DigVector, *,		1250,		500
		MSGhillieHood_DigWoods, *,		1250,		500
		MSGhillieHood_DigX, *,		1250,		500
		MSGhillieHood_DigYas, *,		1250,		500
		MSGhillieHood_DigZero, *,		1250,		500
		
	<Category> Mutated Ghillie Hood Dirt Camo
		MSGhillieHood_DirtAlpha, *,     1250,        500
		MSGhillieHood_DirtBravo, *,     1250,        500
		MSGhillieHood_DirtCharlie, *,     1250,        500
